序号,单位名称,类别,地址,辖区,评级时间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,深圳市华夏技工学校（第二食堂）,学校食堂（民办）,深圳市坪山区龙田街道龙田社区莹展花园C5栋、C4栋一楼,坪山区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,深圳市坪山区兴华小学（食堂）,学校食堂（民办）,深圳市坪山区碧岭社区汤坑路6号,坪山区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,欧姆龙电子部件（深圳）有限公司,单位食堂,深圳市坪山区石井街道太阳村欧姆龙工业园,坪山区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448,深圳市金沙湾大酒店有限公司佳兆业万豪酒店,大型餐馆,深圳市大鹏新区大鹏街道棕榈大道33号,大鹏新区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,深圳市福田区福强小学附属幼儿园食堂,学校食堂,深圳市福田区福保街道益田住宅区71栋旁福强小学附属幼儿园一楼西北角,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,深圳市福田区梅丽小学附属幼儿园食堂,学校食堂,深圳市福田区梅林街道彩田路1号翰岭苑小区内幼儿园内一楼北侧,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,深圳市福田区维多利亚幼儿园有限公司食堂,学校食堂,深圳市福田区福保街道福保社区福强路2135号江南名苑A、B栋一层、二层,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,深圳市福田区梅林中学食堂,学校食堂,深圳市福田区梅林街道梅华路166号综合楼1、2层,福田区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,深圳市福田区皇岗中学附属幼儿园食堂,学校食堂,深圳市福田区福田街道皇岗公园街皇岗新村花园皇岗中学附属幼儿园内一楼西北,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,深圳市福田区翠海幼儿园食堂,学校食堂,深圳市福田区香蜜湖街道侨香路翠海花园翠海幼儿园一楼东北侧,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,深圳市福田区新沙小学第二附属幼儿园食堂,学校食堂,深圳市福田区沙头街道新洲九街绿景新苑幼儿园三楼东侧,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,深圳市福田区根深叶茂幼儿园食堂,学校食堂,深圳市福田区梅林街道下梅林龙尾路福兴花园小区内幼儿园一楼东北角,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,深圳市福田区荔园小学（荔园教育集团）通新岭校区食堂,学校食堂,深圳市福田区园岭街道同福路1号荔园小学教学楼三楼南侧,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,深圳市福田区荔园小学（荔园教育集团）众孚校区食堂,学校食堂,深圳市福田区福保街道新洲南路3018号荔园小学（荔园教育集团）众孚校区宿舍楼一楼,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,深圳市福田区南华小学食堂,学校食堂,深圳市福田区华富街道田面二街皇岗路口南华小学B101室,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,深圳市福田区普林斯顿幼儿园（食堂,学校食堂,深圳市福田区华富街道彩田路3028号丁单元B区,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,深圳市福田区金达来幼儿园食堂,学校食堂,深圳市福田区福田街道福田南路福滨新村金达来幼儿园一楼西侧,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,深圳明德实验学校食堂,学校食堂,深圳市福田区香蜜湖街道香蜜湖路3010号学校内1栋1楼、2楼,福田区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,深圳市福田区梅山苑幼儿园食堂,学校食堂,深圳市福田区梅林街道下梅林社区梅山苑二期花园独立成栋梅山苑幼儿园一楼西侧,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,深圳市龙城一百餐饮服务有限公司深圳中国人寿大厦分公司,大型餐馆,深圳市福田区福田街道福安社区福华一路123号中国人寿大厦4楼-5楼,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,深圳探鱼餐饮管理有限公司第九分店,连锁餐饮,深圳市福田区华强北街道华航社区中航路1号中航城天虹购物中心4层L429、L430号商铺,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,深圳探鱼餐饮管理有限公司第十二分店,连锁餐饮,深圳市福田区福田街道福华三路卓越intown商场三楼L325号商铺,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,蔡澜抱抱（广东）餐饮管理有限公司深圳第四分店,连锁餐饮,深圳市福田区福田街道福安社区福华三路118号皇庭国商购物广场L2-31,福田区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,博时基金管理有限公司食堂,单位食堂,深圳市福田区莲花街道福新社区益田路5999号基金大厦20层,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469,深圳探鱼餐饮管理有限公司第二十一分店,连锁餐饮,深圳市福田区南园街道深南中路1095号CITY MALL城市广场B1层C/D商铺,福田区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,深圳探鱼餐饮管理有限公司第十一分店,连锁餐饮,深圳市福田区梅林街道北环大道6098号绿景佐邻虹湾购物中心三层L3003号,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,深圳探鱼餐饮管理有限公司第四十分店,连锁餐饮,深圳市福田区香蜜湖街道竹园社区农林路69号印力中心2层02-08,福田区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,深圳市罗湖区致远实验学校食堂,学校食堂(民办）,深圳市罗湖区黄贝街道碧波一街8号邮政大楼,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,深圳探鱼餐饮管理有限公司第十九分店,中型餐馆（网络经营）,深圳市罗湖区东门街道建设路1234space五层WY-5F-06,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,深圳市罗湖区新华外国语学校 原名为（深圳市罗湖区鹤围学校食堂）,学校食堂(民办）,深圳市罗湖区清水河街道草埔西鹤围村84号,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,深圳广播电视大学职业学校,学校食堂(公办）,深圳市罗湖区桂园街道解放路4006号深圳广播电视大学C座1楼,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,深圳市罗湖区精灵幼儿园食堂,学校食堂(民办）,深圳市罗湖区黄贝街道怡景路景贝南24栋,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,深圳市罗湖区螺岭幼儿园食堂,学校食堂(民办）,深圳市罗湖区黄贝街道华丽西路华丽花园裙楼二层北面,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,深圳市梧桐小学教工食堂,学校食堂(公办）,深圳市罗湖区东湖街道梧桐山塘坑仔132号2栋1楼,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,深圳探鱼餐饮管理有限公司第二分店,中型餐馆（网络经营）,深圳市罗湖区南湖街道人民南路金光华广场402A、402C-017、021号,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,深圳市罗湖区新世纪幼儿园食堂,学校食堂(民办）,深圳市罗湖区莲塘街道莲塘村6巷22号,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,深圳探鱼餐饮管理有限公司第二十九分店,中型餐馆（网络经营）,深圳市罗湖区东晓街道布心路3008号水贝珠宝大厦IBCMALL四楼L4-02号,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,深圳市罗湖区鸿翔幼儿园食堂,学校食堂(公办）,深圳市罗湖区桂园街道松园路68号鸿翔花园鸿翔幼儿园一楼,罗湖区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,深圳市龙园外语实验学校食堂,学校食堂(民办）,深圳市罗湖区清水河街道德兴路1号,罗湖区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,深圳市罗湖区松泉山庄幼儿园,学校食堂(民办）,深圳市罗湖区东晓街道太白路松泉山庄3栋、5栋裙楼西段,罗湖区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,深圳金拱门食品有限公司深业东岭分店,中型餐馆（含网络经营）,深圳市罗湖区黄贝街道黄贝岭社区深南东路1002号深业东岭2栋二层27-30号商铺,罗湖区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,深圳金拱门食品有限公司水贝壹号分店,中型餐馆（含网络经营）,深圳市罗湖区翠竹街道翠锦社区布心路3033号水贝壹号B1-16、17、18号商铺,罗湖区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,深圳市罗湖区妇幼保健院职工食堂,单位食堂,深圳市罗湖区东晓街道太白路2013号负一楼,罗湖区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,捞王（上海）餐饮管理有限公司深圳京基百纳店,中型餐馆（含网络经营）,深圳市罗湖区桂园街道老围社区深南东路5016号蔡屋围京基一百大厦A座裙楼二楼207,罗湖区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,深圳市七十九号渔船湖宝餐饮服务有限公司,大型餐馆（含网络经营）,深圳市罗湖区桂园街道人民桥社区宝安南路1054号湖北宝丰大厦2层3层整层,罗湖区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,深圳市麒麟山疗养院（深圳市人才研修院、深圳市保健中心）麒麟餐厅,大型餐馆,深圳市南山区西丽街道西丽镇沁园路4589号,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,深圳市尚品供应链有限公司,中央厨房,深圳市南山区西丽街道茶光路1063号一本大楼538室,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,深圳市南山区平丽幼儿园食堂,学校食堂,深圳市南山区西丽街道平丽花园1-102,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,深圳市南山区半岛鲸山幼儿园食堂,学校食堂,深圳市南山区招商街道蛇口南海大道1007号鲸山别墅3栋、4栋,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,深圳市南山区鲸湾幼儿园食堂,学校食堂,深圳市南山区招商街道南海大道1007号鲸山别墅#3号卫星接收站,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,南方科技大学（第二学生食堂）,学校食堂,深圳市南山区桃源街道学苑大道1088号学生公寓10栋1、2层,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,南方科技大学（中心餐厅食堂）,学校食堂,深圳市南山区桃源街道学苑大道1088号图书馆1楼西侧,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,深圳市锋味生活餐饮管理有限公司,小型餐馆,深圳市南山区粤海街道岗园路深圳大学南校区食堂三楼-1,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,深圳探鱼餐饮管理有限公司第十六分店,中型餐馆,深圳市南山区南山街道登良路26号深圳来福士广场B1层01号,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,深圳市南山区贤合庄卤味火锅店,中型餐馆,深圳市南山区南头街道大新社区南头街293号丽乐美居B栋101,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,深圳市港式金马饮食管理有限公司,中央厨房,深圳市南山区桃源街道新屋村新宿舍楼1楼商铺112,南山区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,深圳市龙岗区园山街道水晶之城幼儿园食堂,学校食堂,深圳市龙岗区园山街道水晶之城小区内水晶之城幼儿园一楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,深圳市龙岗区第二职业技术学校教职工食堂,单位食堂,深圳市龙岗区园山街道保安社区横坪公路269号教师宿舍二楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,深圳市龙岗区坂田街道金色半山幼儿园食堂,学校食堂,深圳市龙岗区坂田街道龙颈坳路万科金色半山花园小区外侧金色半山幼儿园一楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,深圳市龙岗区坂田街道杨美第三幼儿园食堂,学校食堂,深圳市龙岗区坂田街道杨美社区上段小区1号杨美第三幼儿园一楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,深圳市龙岗区吉华街道景鹏幼儿园食堂,学校食堂,深圳市龙岗区吉华街道下水径8栋88号一楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,深圳市龙岗区吉华街道花语岸幼儿园食堂,学校食堂,深圳市龙岗区吉华街道下水径长龙路128号花语岸花园内花语岸幼儿园一楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,深圳市龙岗区龙城街道公园大地第一幼儿园食堂,学校食堂,深圳市龙岗区龙城街道公园大地一期小区内6063号公园大地第一幼儿园一楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,深圳市龙岗区龙城街道星河时代幼儿园食堂,学校食堂,深圳市龙岗区龙城街道石岗圩路31号星河时代小区内深圳市龙岗区龙城街道星河时代幼儿园一楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,深圳市龙岗区龙城街道御景中央幼儿园食堂,学校食堂,深圳市龙岗区龙城街道清辉路与塘新路交叉口御景中央幼儿园一楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,深圳市龙岗区坪地街道六联第一幼儿园食堂,学校食堂,深圳市龙岗区坪地街道六联社区鹤鸣西路2号六联第一幼儿园生活楼2,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,深圳市龙岗区第二职业技术学校食堂,学校食堂,深圳市龙岗区园山街道保安社区横坪公路269号教师宿舍二楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,深圳市龙岗区华中师范大学附属龙园学校食堂,学校食堂,深圳市龙岗区龙岗街道新生路与梅格璐交汇处华中师范大学附属龙园学校综合楼9-12楼,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,深圳市共享之家护理服务有限公司龙城店食堂,单位食堂,深圳市龙岗区龙城街道天昊华庭配套组团3、组团4,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,深圳市龙岗区第二职业技术学院,单位食堂,深圳市龙岗区园山街道保安社区横坪公路269号,龙岗区,2020年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,深圳探鱼餐饮管理有限公司第三十五分店,餐饮服务经营者,深圳市龙岗区坂田街道南坑社区雅宝路1号星河COCOPARK4层L4C-025铺,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,深圳探鱼餐饮管理有限公司第十四分店,餐饮服务经营者,深圳市龙岗区坂田街道吉华路635佳华领汇广场二期5层LH5F-07号铺,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,深圳市龙岗区人民医院食堂,单位食堂,深圳市龙岗区龙城街道爱心路53号会堂综合楼一楼,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,深圳探鱼餐饮管理有限公司第八分店,餐饮服务经营者,深圳市龙岗区龙城街道中心城爱南路666号龙岗星河COCOpark二楼L2S-007号,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,深圳探鱼餐饮管理有限公司第四十三分店,餐饮服务经营者,深圳市龙岗区龙城街道吉祥社区龙翔大道7188号万科天誉广场L4-25号铺,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,深圳市龙岗区龙城高级中学职工食堂,单位食堂,广东省深圳市龙岗区龙城街道中心城黄阁北路,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,深圳市良厨本味食品有限公司,餐饮服务经营者,深圳市龙岗区吉华街道水径社区八约二街41号5栋3楼,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,深圳市龙岗区坂田街道佳华领汇幼儿园食堂,学校食堂,深圳市龙岗区坂田街道佳华领汇广场一期小区内佳华领汇幼儿园一楼,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523,深圳市龙岗区坂田街道凯旋幼儿园食堂,学校食堂,深圳市龙岗区坂田街道岗头社区雪岗北路72号四楼,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,深圳市龙岗区天安芬芳比诺中英文幼儿园食堂,学校食堂,深圳市龙岗区坂田街道天安云谷产业园一期3栋3B05,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,深圳市龙岗区育英小学食堂,学校食堂,深圳市龙岗区坂田街道吉华659号育英小学西栋南侧一楼,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526,深圳市龙岗区坂田街道大发埔第二幼儿园食堂,学校食堂,深圳市龙岗区坂田街道大发埔社区里浦街路17号D栋四楼左侧,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,深圳市龙岗区坂田街道马安堂第一幼儿园食堂,学校食堂,深圳市龙岗区坂田街道马安堂社区新河街一号一楼,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,深圳市龙岗区坂田街道雅园幼儿园食堂,学校食堂,深圳市龙岗区坂田街道雅园路雅园厂房26-3号四楼,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,深圳市龙岗区坂田街道坂田社区第一幼儿园食堂,学校食堂,深圳市龙岗区坂田街道吉华路574号5楼,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,深圳市龙岗区布吉街道大芬第二幼儿园食堂,学校食堂,深圳市龙岗区布吉街道大芬社区大芬桔子坑芬桔一巷1栋3楼,龙岗区,2021年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
